CaveGrasslands_CardName,Grasslands Cave
CaveGrasslands_SpoilageTime.CardStatName,Filthiness
CaveGrasslands_CardInteractions[0].ActionName,Clean
CaveGrasslandsEntrance_CardName,Cave
CaveGrasslandsEntrance_CardDescription,Into the cave
CaveGrasslandsEntrance_DismantleActions[0].ActionName,Enter
CaveGrasslandsEntrance_DismantleActions[0].FadeMessage,Entering the Cave...
CaveGrasslandsExit_CardName,Exit
CaveGrasslandsExit_CardDescription,Out of the cave
CaveGrasslandsExit_DismantleActions[0].ActionName,Exit
CaveGrasslandsExit_DismantleActions[0].FadeMessage,Exiting the Cave...
CavePond_CardName,Dry Cave Pond
CavePond_CardDescription,I should wait for it to refill.
CavePuddle_CardName,Dry Puddle
CavePuddle_CardDescription,I should wait for it to refill.
CaveSea_CardName,Sea Cave
CaveSea_SpoilageTime.CardStatName,Filthiness
CaveSea_CardInteractions[0].ActionName,Clean
CaveSeaEntrance_CardName,Cave
CaveSeaEntrance_CardDescription,Into the cave
CaveSeaEntrance_DismantleActions[0].ActionName,Enter
CaveSeaEntrance_DismantleActions[0].FadeMessage,Entering the Cave...
CaveSeaExit_CardName,Exit
CaveSeaExit_CardDescription,Out of the cave
CaveSeaExit_DismantleActions[0].ActionName,Exit
CaveSeaExit_DismantleActions[0].FadeMessage,Exiting the Cave...
CaveTidal_CardName,Tidal Cave
CaveTidal_CardDescription,A cave that gets flooded regularly.
CaveTidal_SpoilageTime.CardStatName,Filthiness
CaveTidal_CardInteractions[0].ActionName,Clean
CaveTidalEntrance_CardName,Tidal Cave
CaveTidalEntrance_CardDescription,Into the cave
CaveTidalEntrance_DismantleActions[0].ActionName,Enter
CaveTidalEntrance_DismantleActions[0].FadeMessage,Entering the Cave...
CaveTidalExit_CardName,Exit
CaveTidalExit_CardDescription,Out of the cave
CaveTidalExit_DismantleActions[0].ActionName,Exit
CaveTidalExit_DismantleActions[0].FadeMessage,Exiting the Cave...
Cellar_CardName,Cellar
Cellar_CardDescription,"An underground room, food stored here will last longer."
Cellar_SpoilageTime.CardStatName,Filthiness
Cellar_SpecialDurability1.OnFull.ActionName,Preserve
Cellar_CardInteractions[0].ActionName,Clean
CellarEntrance_CardName,Cellar
CellarEntrance_CardDescription,Into the Cellar
CellarEntrance_DismantleActions[0].ActionName,Enter
CellarEntrance_DismantleActions[0].FadeMessage,Entering the Cellar...
CellarExit_CardName,Exit
CellarExit_CardDescription,Out of the Cellar
CellarExit_DismantleActions[0].ActionName,Exit
CellarExit_DismantleActions[0].FadeMessage,Exiting the Cellar...
DarkCave_CardName,Dark Cave
DarkCave_CardDescription,"A pitch black, damp, creepy cave."
DarkCave_SpoilageTime.CardStatName,Filthiness
DarkCave_SpecialDurability3.CardStatName,Mushrooms
DarkCave_CardInteractions[0].ActionName,Clean
DarkCave_DismantleActions[0].ActionName,Explore
DarkCave_ExplorationResults[0].Action.ActionName,Cave Puddle
DarkCaveEntrance_CardName,Dark Cave
DarkCaveEntrance_CardDescription,Into the Cave
DarkCaveEntrance_DismantleActions[0].ActionName,Enter
DarkCaveEntrance_DismantleActions[0].FadeMessage,Entering the Cave...
DarkCaveExit_CardName,Exit
DarkCaveExit_CardDescription,Out of the Cave
DarkCaveExit_DismantleActions[0].ActionName,Exit
DarkCaveExit_DismantleActions[0].FadeMessage,Exiting the Cave...
Enclosure_CardName,Enclosure
Enclosure_SpoilageTime.CardStatName,Filthiness
Enclosure_CardInteractions[0].ActionName,Clean
EnclosureEntrance_CardName,Enclosure
EnclosureEntrance_CardDescription,Into the Enclosure
EnclosureEntrance_DismantleActions[0].ActionName,Enter
EnclosureEntrance_DismantleActions[0].FadeMessage,Entering the Hut...
EnclosureExit_CardName,Exit
EnclosureExit_CardDescription,Out of the Enclosure
EnclosureExit_DismantleActions[0].ActionName,Exit
EnclosureExit_DismantleActions[0].FadeMessage,Exiting the Hut...
Env_CaveBats_CardName,Bat Cave
Env_CaveBats_CardDescription,And ideal home for bats.
Env_CaveDark_CardName,Dark Cave
Env_CaveDark_CardDescription,"A dark, damp cave."
Env_CaveGrasslands_CardName,Cave
Env_CaveGrasslands_CardDescription,A relatively open cave in the grasslands.
Env_CaveSea_CardName,Cave
Env_CaveSea_CardDescription,A small humid cave in the cliffs.
Env_CaveTidal_CardName,Tidal Cave
Env_Cellar_CardName,Cellar
Env_CrashedPlane_CardName,Crashed Plane
Env_CrashedPlane_CardDescription,A crashed plane.
Env_HighlandHole_CardName,Hole
Env_HighlandHole_CardDescription,That's one ugly drop.
Env_MacaqueDen_CardName,Macaque Den
Env_MacaqueDen_CardDescription,A very dirty cave that Macaques seems to have taken as their home.
Env_MudHut_CardName,Mud Hut
Env_MudHut_CardDescription,A place to call home.
Env_MudHutRuins_CardName,Mud Hut
Env_MudHutRuins_CardDescription,A place to call home.
Env_Shed_CardName,Shed
Env_Shed_CardDescription,A small shed woven out of palm fronds.
Env_StoneHut_CardName,Stone Hut
Env_StoneHut_CardDescription,A very resilient home. Resistant to storms!
HighlandHole_CardName,Highland Hole
HighlandHoleEntrance_CardName,Hole
HighlandHoleEntrance_CardDescription,That's one ugly drop.
HighlandHoleEntrance_DismantleActions[0].ActionName,Climb down
HighlandHoleEntrance_DismantleActions[0].FadeMessage,Climbing down...
HighlandHoleExit_CardName,Exit
HighlandHoleExit_CardDescription,Out of the cave
HighlandHoleExit_DismantleActions[0].ActionName,Climb Up
HighlandHoleExit_DismantleActions[0].FadeMessage,Climbing down...
HighlandHoleNoRope_CardName,Hole
HighlandHoleNoRope_CardDescription,"That's one ugly drop. There seems to be something down there, perhaps I could bring a few ropes to climb down?"
HighlandHoleNoRope_Progress.OnFull.ActionDescription,I can reach the bottom now!
HighlandHoleNoRope_CardInteractions[0].ActionName,Tie Rope
MacaqueDen_CardName,Macaque Den
MacaqueDen_SpoilageTime.CardStatName,Filthiness
MacaqueDen_CardInteractions[0].ActionName,Clean
MacaqueDenEntrance_CardName,Macaque Den
MacaqueDenEntrance_CardDescription,A small cave surrounded by Macaques. I should approach it with caution.
MacaqueDenEntrance_CardInteractions[0].ActionName,Revenge!
MacaqueDenEntrance_OnStatsChangeActions[0].ActionName,Macaques Exinct
MacaqueDenEntrance_DismantleActions[0].ActionName,Approach
MacaqueDenEntrance_DismantleActions[0].FadeMessage,Approaching the Den
MacaqueDenEntranceClear_CardName,Macaque Den
MacaqueDenEntranceClear_CardDescription,A small cave that used to belong to the macaques.
MacaqueDenEntranceClear_DismantleActions[0].ActionName,Enter
MacaqueDenEntranceClear_DismantleActions[0].FadeMessage,Entering the Den
MacaqueDenExit_CardName,Exit
MacaqueDenExit_CardDescription,Out of the cave
MacaqueDenExit_DismantleActions[0].ActionName,Exit
MacaqueDenExit_DismantleActions[0].FadeMessage,Exiting the Cave...
MudHut_CardName,Mud Hut
MudHut_SpoilageTime.CardStatName,Filthiness
MudHut_SpecialDurability1.CardStatName,Roof Hole Counter
MudHut_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!
MudHut_SpecialDurability2.CardStatName,Roof Collapse Counter
MudHut_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!
MudHut_CardInteractions[0].ActionName,Clean
MudHutEntrance_CardName,Mud Hut\n
MudHutEntrance_CardDescription,Into the Hut
MudHutEntrance_DismantleActions[0].ActionName,Enter
MudHutEntrance_DismantleActions[0].FadeMessage,Entering the Hut...
MudHutEntranceRuins_CardName,Mud Hut\n
MudHutEntranceRuins_CardDescription,Into the Hut
MudHutEntranceRuins_DismantleActions[0].ActionName,Enter
MudHutEntranceRuins_DismantleActions[0].FadeMessage,Entering the Hut...
MudHutExit_CardName,Exit
MudHutExit_CardDescription,Out of the Hut
MudHutExit_DismantleActions[0].ActionName,Exit
MudHutExit_DismantleActions[0].FadeMessage,Exiting the Hut...
MudHutExitDoor_CardName,Exit
MudHutExitDoor_CardDescription,Out of the Hut
MudHutExitDoor_DismantleActions[0].ActionName,Exit
MudHutExitDoor_DismantleActions[0].FadeMessage,Exiting the Hut...
MudHutExitRuins_CardName,Exit
MudHutExitRuins_CardDescription,Out of the Hut
MudHutExitRuins_DismantleActions[0].ActionName,Exit
MudHutExitRuins_DismantleActions[0].FadeMessage,Exiting the Hut...
MudHutRuins_CardName,Mud Hut
MudHutRuins_SpoilageTime.CardStatName,Filthiness
MudHutRuins_SpecialDurability1.CardStatName,Roof Hole Counter
MudHutRuins_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!
MudHutRuins_SpecialDurability2.CardStatName,Roof Collapse Counter
MudHutRuins_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!
MudHutRuins_CardInteractions[0].ActionName,Clean
PlaneCrash_CardName,Plane Crash
PlaneCrash_SpoilageTime.CardStatName,Filthiness
PlaneCrash_CardInteractions[0].ActionName,Clean
PlaneCrashEntrance_CardName,Plane Crash\n
PlaneCrashEntrance_CardDescription,Into the Plane
PlaneCrashEntrance_DismantleActions[0].ActionName,Enter
PlaneCrashEntrance_DismantleActions[0].FadeMessage,Entering the Plane...
PlaneCrashExit_CardName,Exit
PlaneCrashExit_CardDescription,Out of the Plane
PlaneCrashExit_DismantleActions[0].ActionName,Exit
PlaneCrashExit_DismantleActions[0].FadeMessage,Exiting the Plane...
Raft_CardName,Raft
Shed_CardName,Shed
Shed_CardDescription,A small woven palm shed.
Shed_SpoilageTime.CardStatName,Filthiness
Shed_SpecialDurability1.CardStatName,Roof Hole Counter
Shed_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!
Shed_SpecialDurability2.CardStatName,Roof Collapse Counter
Shed_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!
Shed_CardInteractions[0].ActionName,Clean
ShedEntrance_CardName,Shed
ShedEntrance_CardDescription,Into the Shed
ShedEntrance_DismantleActions[0].ActionName,Enter
ShedEntrance_DismantleActions[0].FadeMessage,Entering the Hut...
ShedExit_CardName,Exit
ShedExit_CardDescription,Out of the Shed
ShedExit_DismantleActions[0].ActionName,Exit
ShedExit_DismantleActions[0].FadeMessage,Exiting the Hut...
Skeleton_CardName,Skeleton
Skeleton_CardDescription,Someone's remains. I hope I don't end up the same way.
Skeleton_UsageDurability.OnZero.ActionName,Clay Deposit empty
Skeleton_DismantleActions[0].ActionName,Harvest
StoneHut_CardName,Stone Hut
StoneHut_CardDescription,A very resilient home. Resistant to storms!
StoneHut_SpoilageTime.CardStatName,Filthiness
StoneHut_SpecialDurability1.CardStatName,Roof Hole Counter
StoneHut_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!
StoneHut_SpecialDurability2.CardStatName,Roof Collapse Counter
StoneHut_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!
StoneHut_CardInteractions[0].ActionName,Clean
StoneHutEntrance_CardName,Stone Hut\n
StoneHutEntrance_CardDescription,Into the Hut
StoneHutEntrance_DismantleActions[0].ActionName,Enter
StoneHutEntrance_DismantleActions[0].FadeMessage,Entering the Hut...
StoneHutExit_CardName,Exit
StoneHutExit_CardDescription,Out of the Hut
StoneHutExit_DismantleActions[0].ActionName,Exit
StoneHutExit_DismantleActions[0].FadeMessage,Exiting the Hut...
WallScratchings_CardName,Wall Scratchings
WallScratchings_CardDescription,Someone has scratched markings on the walls of the cave. There are 96 scratches. Probably representing days...
WallScratchings_UsageDurability.OnZero.ActionName,Clay Deposit empty
AcidLake_CardName,Acid Lake
AcidLake_CardDescription,"A lake of acid water, the air here is quite toxic."
AcidLake_DismantleActions[0].ActionName,Explore
AcidLake_ExplorationResults[0].Action.ActionName,Vent 1
AcidLake_ExplorationResults[1].Action.ActionName,Vent 2
AcidLake_ExplorationResults[2].Action.ActionName,Vent 3
Atoll_CardName,Atoll
Atoll_CardDescription,A small island.
Atoll_DismantleActions[0].ActionName,Explore
Bay_CardName,Bay
Bay_CardDescription,A long bay.
Bay_CardInteractions[0].ActionName,Take Picture!
Bay_DismantleActions[0].ActionName,Go for a Walk
Bay_ExplorationResults[0].Action.ActionName,Found Jungle Path
Bay_ExplorationResults[1].Action.ActionName,Found Beach
Bay_ExplorationResults[2].Action.ActionName,Bay Explored
Beach_CardName,Beach
Beach_CardDescription,"It's a long beach, I'm sure I can find many things here."
Beach_CardInteractions[0].ActionName,Take Picture!
Beach_DismantleActions[0].ActionName,Go for a Walk
Beach_ExplorationResults[0].Action.ActionName,Found Jungle Outskirts
Beach_ExplorationResults[1].Action.ActionName,Found Rocks
Beach_ExplorationResults[2].Action.ActionName,Beach Explored
BirdRock_CardName,Bird Rock
BirdRock_CardDescription,A rocky islet with a large seagull population.
BirdRock_DismantleActions[0].ActionName,Explore
BirdRock_ExplorationResults[0].Action.ActionName,Tide Pool 1
BirdRock_ExplorationResults[1].Action.ActionName,Rocks
BirdRock_ExplorationResults[2].Action.ActionName,Tide Pool 2
BirdRock_ExplorationResults[3].Action.ActionName,Desolate Beach
BirdRock_ExplorationResults[4].Action.ActionName,Tide Pool 3
BirdRock_ExplorationResults[5].Action.ActionName,Shipwreck Found
BirdRock_ExplorationResults[6].Action.ActionName,Explored
Cove_CardName,Secret Cove
Cove_CardDescription,A small sheltered beach.
Cove_DismantleActions[0].ActionName,Explore
Cove_ExplorationResults[0].Action.ActionName,Jungle Highlands
Cove_ExplorationResults[1].Action.ActionName,Bird Rock
DeepJungle_CardName,Deep Jungle
DeepJungle_CardDescription,"I should explore it for resources, food and locations of interest."
DeepJungle_CardInteractions[0].ActionName,Cut Wood
DeepJungle_CardInteractions[1].ActionName,Cut Wood
DeepJungle_DismantleActions[0].ActionName,Explore
DeepJungle_ExplorationResults[0].Action.ActionName,Wetlands
DeepJungle_ExplorationResults[1].Action.ActionName,Jungle Hightlands
DeepJungle_ExplorationResults[2].Action.ActionName,Secret Valley
DeepJungle_ExplorationResults[3].Action.ActionName,Fully Explored
DesolateBeach_CardName,Desolate Beach
DesolateBeach_CardDescription,A barren and desolate shore near the volcanic part of the island.
DesolateBeach_DismantleActions[0].ActionName,Explore
DesolateBeach_ExplorationResults[0].Action.ActionName,Tide Pool 1
DesolateBeach_ExplorationResults[1].Action.ActionName,Eastern Grasslands
DesolateBeach_ExplorationResults[2].Action.ActionName,Volcano
DesolateBeach_ExplorationResults[3].Action.ActionName,Tidal Cave
DesolateBeach_ExplorationResults[4].Action.ActionName,Mangroves
DesolateBeach_ExplorationResults[5].Action.ActionName,Bird Rock
DesolateBeach_ExplorationResults[6].Action.ActionName,Explored
Env_AcidLake_CardName,Volcano
Env_AcidLake_CardDescription,"The air here is toxic, I should proceed with caution."
Env_Atoll_CardName,Atoll
Env_Bay_CardName,Bay
Env_Beach_CardName,Beach
Env_BirdRock_CardName,Bird Rock
Env_Cove_CardName,Secret Cove
Env_DeepJungle_CardName,Jungle
Env_DeepJungle_CardDescription,"A thick jungle, it should somewhat protect me from the rain."
Env_DesolateBeach_CardName,Desolate Beach
Env_Enclosure_CardName,Enclosure
Env_Enclosure_CardDescription,A small enclosure to keep my animals in.
Env_GrasslandsE_CardName,Eastern Grasslands
Env_GrasslandsE_CardDescription,"An more sparcely vegetated are of the island, surrounded by jungle."
Env_GrasslandsW_CardName,Western Grasslands
Env_GrasslandsW_CardDescription,"An more sparcely vegetated are of the island, surrounded by jungle."
Env_HighlandsEastern_CardName,Eastern Highlands
Env_HighlandsEastern_CardDescription,"The drier, more arid side of the mountains."
Env_HighlandsWestern_CardName,Western Highlands
Env_HighlandsWestern_CardDescription,Jungle covered mountains.
Env_Jungle_CardName,Jungle
Env_Jungle_CardDescription,"A thick jungle, it should somewhat protect me from the rain."
Env_JungleHighlands_CardName,Jungle Highlands
Env_JungleHighlands_CardDescription,A thick mountainous jungle.
Env_Mangroves_CardName,Mangrove Forest
Env_Mangroves_CardDescription,A flooded forest of twisted roots and Mangrove Trees. Where the jungle meets the sea.
Env_Outskirts_CardName,Outskirts
Env_Raft_CardName,Raft
Env_Raft_CardDescription,"My raft, I hope it can take me back to civilization."
Env_Rocks_CardName,Rocks
Env_SecretValley_CardName,Secret Valley
Env_SecretValley_CardDescription,"A lush green valley, surrounded by cliffs and jungles."
Env_Volcano_CardName,Volcano
Env_Volcano_CardDescription,"The air here is toxic, I should proceed with caution."
Env_Wetlands_CardName,Wetlands
Env_Wetlands_CardDescription,"A shadier, damper area of the jungle."
GrasslandsE_CardName,Eastern Grasslands
GrasslandsE_CardDescription,"A drier, more sparsely vegetated are of the island."
GrasslandsE_CardInteractions[0].ActionName,Dig Up Soil
GrasslandsE_DismantleActions[0].ActionName,Explore
GrasslandsE_ExplorationResults[0].Action.ActionName,Grasslands Western
GrasslandsE_ExplorationResults[1].Action.ActionName,Highlands
GrasslandsE_ExplorationResults[2].Action.ActionName,Desolate Beach
GrasslandsE_ExplorationResults[3].Action.ActionName,Area Explored
GrasslandsW_CardName,Western Grasslands
GrasslandsW_CardDescription,A more sparsely vegetated are of the island.
GrasslandsW_CardInteractions[0].ActionName,Dig Up Soil
GrasslandsW_DismantleActions[0].ActionName,Explore
GrasslandsW_ExplorationResults[0].Action.ActionName,Jungle - Mangroves
GrasslandsW_ExplorationResults[1].Action.ActionName,Highlands
GrasslandsW_ExplorationResults[2].Action.ActionName,Grasslands E
GrasslandsW_ExplorationResults[3].Action.ActionName,Cave
GrasslandsW_ExplorationResults[4].Action.ActionName,Area Explored
HighlandsEastern_CardName,Eastern Highlands
HighlandsEastern_CardDescription,"The drier, more arid side of the mountains."
HighlandsEastern_CardInteractions[0].ActionName,Cut Wood
HighlandsEastern_CardInteractions[1].ActionName,Cut Wood
HighlandsEastern_DismantleActions[0].ActionName,Explore
HighlandsEastern_ExplorationResults[0].Action.ActionName,Eastern Grasslands
HighlandsEastern_ExplorationResults[1].Action.ActionName,Cave System
HighlandsEastern_ExplorationResults[2].Action.ActionName,Volcano
HighlandsEastern_ExplorationResults[3].Action.ActionName,Area Explored
HighlandsWestern_CardName,Western Highlands
HighlandsWestern_CardDescription,A more mountainous area of the jungle.
HighlandsWestern_CardInteractions[0].ActionName,Cut Wood
HighlandsWestern_CardInteractions[1].ActionName,Cut Wood
HighlandsWestern_DismantleActions[0].ActionName,Explore
HighlandsWestern_ExplorationResults[0].Action.ActionName,Hole
HighlandsWestern_ExplorationResults[1].Action.ActionName,Jungle Highlands
HighlandsWestern_ExplorationResults[2].Action.ActionName,Eastern Highlands
HighlandsWestern_ExplorationResults[3].Action.ActionName,Grasslands
HighlandsWestern_ExplorationResults[4].Action.ActionName,Area Explored
HighPoint_CardName,High Point
HighPoint_CardDescription,This is the highest point on the island. What a nice view!
HighPoint_DismantleActions[0].ActionName,Survey
Jungle_CardName,Jungle
Jungle_CardDescription,"I should explore it for resources, food and locations of interest."
Jungle_CardInteractions[0].ActionName,Cut Wood
Jungle_CardInteractions[1].ActionName,Cut Wood
Jungle_DismantleActions[0].ActionName,Explore
Jungle_ExplorationResults[0].Action.ActionName,Wetlands
Jungle_ExplorationResults[1].Action.ActionName,Bay
Jungle_ExplorationResults[2].Action.ActionName,Grasslands
Jungle_ExplorationResults[3].Action.ActionName,Outskirts
JungleHighlands_CardName,Jungle Highlands
JungleHighlands_CardDescription,"I should explore it for resources, food and locations of interest."
JungleHighlands_CardInteractions[0].ActionName,Cut Wood
JungleHighlands_CardInteractions[1].ActionName,Cut Wood
JungleHighlands_DismantleActions[0].ActionName,Explore
JungleHighlands_ExplorationResults[0].Action.ActionName,Deep Jungle
JungleHighlands_ExplorationResults[1].Action.ActionName,Macaque Den
JungleHighlands_ExplorationResults[2].Action.ActionName,Highlands
JungleHighlands_ExplorationResults[3].Action.ActionName,Bat Cave
JungleHighlands_ExplorationResults[4].Action.ActionName,Cove
JungleHighlands_ExplorationResults[5].Action.ActionName,Fully Explored
Mangroves_CardName,Mangrove Forest
Mangroves_CardDescription,A flooded forest of twisted roots and mangrove trees.
Mangroves_CardInteractions[0].ActionName,Cut Wood
Mangroves_CardInteractions[1].ActionName,Cut Wood
Mangroves_DismantleActions[0].ActionName,Explore
Mangroves_ExplorationResults[0].Action.ActionName,Grasslands W
Mangroves_ExplorationResults[1].Action.ActionName,Mangroves Explored
Outskirts_CardName,Jungle Outskirts
Outskirts_CardDescription,"I could look for resources here, specially wood. If there's a way inland, it's probably here too."
Outskirts_CardInteractions[0].ActionName,Cut Wood
Outskirts_CardInteractions[1].ActionName,Cut Wood
Outskirts_DismantleActions[0].ActionName,Explore
Outskirts_ExplorationResults[0].Action.ActionName,Beach
Rocks_CardName,Rocks
Rocks_CardDescription,A rocky area below the cliffs of the island. Could probably get stones and crabs from here.
Rocks_DismantleActions[0].ActionName,Explore
Rocks_ExplorationResults[0].Action.ActionName,Tide Pool 1
Rocks_ExplorationResults[1].Action.ActionName,Tide Pool 2
Rocks_ExplorationResults[2].Action.ActionName,Cave Found
Rocks_ExplorationResults[3].Action.ActionName,Tide Pool 3
Rocks_ExplorationResults[4].Action.ActionName,Explored
SandSource_CardName,Sand
SandSource_CardDescription,Could probably use it for something.
SandSource_CardInteractions[0].ActionName,Dig Up Sand
SandSource_DismantleActions[0].ActionName,Gather Sand
SandSource_DismantleActions[1].ActionName,Build a Sand Castle
Sea_Atoll_CardName,Sea
Sea_Atoll_CardDescription,Could go for a swim or try to get some fish with the right equipment.
Sea_Atoll_SpecialDurability1.CardStatName,Sea Damage
Sea_Atoll_CardInteractions[0].ActionName,Spear Fish
Sea_Atoll_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Atoll_CardInteractions[1].ActionName,Fish
Sea_Atoll_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Atoll_CardInteractions[2].ActionName,Fish
Sea_Atoll_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Atoll_CardInteractions[3].ActionName,Fill
Sea_Atoll_CardInteractions[4].ActionName,Deploy
Sea_Atoll_CardInteractions[5].ActionName,Boom!
Sea_Atoll_DismantleActions[0].ActionName,Drink
Sea_Atoll_DismantleActions[1].ActionName,Dive
Sea_Atoll_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!
Sea_Atoll_DismantleActions[2].ActionName,Wash yourself
Sea_Atoll_DismantleActions[3].ActionName,Return to the sea
Sea_Atoll_DismantleActions[3].ActionDescription,Warning: This will end the game.
Sea_Atoll_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.
Sea_Bay_CardName,Sea
Sea_Bay_CardDescription,Could go for a swim or try to get some fish with the right equipment.
Sea_Bay_SpecialDurability1.CardStatName,Sea Damage
Sea_Bay_CardInteractions[0].ActionName,Spear Fish
Sea_Bay_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Bay_CardInteractions[1].ActionName,Fish
Sea_Bay_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Bay_CardInteractions[2].ActionName,Fish
Sea_Bay_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Bay_CardInteractions[3].ActionName,Fill
Sea_Bay_CardInteractions[4].ActionName,Deploy
Sea_Bay_CardInteractions[5].ActionName,Boom!
Sea_Bay_DismantleActions[0].ActionName,Drink
Sea_Bay_DismantleActions[1].ActionName,Dive
Sea_Bay_DismantleActions[1].ProducedCards[9].CollectionMessages[0],You found nothing!
Sea_Bay_DismantleActions[2].ActionName,Wash yourself
Sea_Bay_DismantleActions[3].ActionName,Return to the sea
Sea_Bay_DismantleActions[3].ActionDescription,Warning: This will end the game.
Sea_Bay_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.
Sea_Beach_CardName,Sea
Sea_Beach_CardDescription,Could go for a swim or try to get some fish with the right equipment.
Sea_Beach_SpecialDurability1.CardStatName,Sea Damage
Sea_Beach_CardInteractions[0].ActionName,Spear Fish
Sea_Beach_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Beach_CardInteractions[1].ActionName,Fish
Sea_Beach_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Beach_CardInteractions[2].ActionName,Fish
Sea_Beach_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Beach_CardInteractions[3].ActionName,Fill
Sea_Beach_CardInteractions[4].ActionName,Deploy
Sea_Beach_CardInteractions[5].ActionName,Boom!
Sea_Beach_DismantleActions[0].ActionName,Drink
Sea_Beach_DismantleActions[1].ActionName,Dive
Sea_Beach_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!
Sea_Beach_DismantleActions[2].ActionName,Wash yourself
Sea_Beach_DismantleActions[3].ActionName,Return to the sea
Sea_Beach_DismantleActions[3].ActionDescription,Warning: This will end the game.
Sea_Beach_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.
Sea_Cove_CardName,Sea
Sea_Cove_CardDescription,Could go for a swim or try to get some fish with the right equipment.
Sea_Cove_SpecialDurability1.CardStatName,Sea Damage
Sea_Cove_CardInteractions[0].ActionName,Spear Fish
Sea_Cove_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Cove_CardInteractions[1].ActionName,Fish
Sea_Cove_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Cove_CardInteractions[2].ActionName,Fish
Sea_Cove_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Cove_CardInteractions[3].ActionName,Fill
Sea_Cove_CardInteractions[4].ActionName,Deploy
Sea_Cove_CardInteractions[5].ActionName,Boom!
Sea_Cove_DismantleActions[0].ActionName,Drink
Sea_Cove_DismantleActions[1].ActionName,Dive
Sea_Cove_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!
Sea_Cove_DismantleActions[1].ProducedCards[4].CollectionMessages[0],No luck...
Sea_Cove_DismantleActions[2].ActionName,Wash yourself
Sea_Cove_DismantleActions[3].ActionName,Return to the sea
Sea_Cove_DismantleActions[3].ActionDescription,Warning: This will end the game.
Sea_Cove_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.
Sea_DesolateBeach_CardName,Sea
Sea_DesolateBeach_CardDescription,Could go for a swim or try to get some fish with the right equipment.
Sea_DesolateBeach_SpecialDurability1.CardStatName,Sea Damage
Sea_DesolateBeach_CardInteractions[0].ActionName,Spear Fish
Sea_DesolateBeach_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...
Sea_DesolateBeach_CardInteractions[1].ActionName,Fish
Sea_DesolateBeach_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...
Sea_DesolateBeach_CardInteractions[2].ActionName,Fish
Sea_DesolateBeach_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...
Sea_DesolateBeach_CardInteractions[3].ActionName,Fill
Sea_DesolateBeach_CardInteractions[4].ActionName,Boom!
Sea_DesolateBeach_DismantleActions[0].ActionName,Drink
Sea_DesolateBeach_DismantleActions[1].ActionName,Dive
Sea_DesolateBeach_DismantleActions[1].ProducedCards[5].CollectionMessages[0],You found nothing!
Sea_DesolateBeach_DismantleActions[2].ActionName,Wash yourself
Sea_DesolateBeach_DismantleActions[3].ActionName,Return to the sea
Sea_DesolateBeach_DismantleActions[3].ActionDescription,Warning: This will end the game.
Sea_DesolateBeach_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.
Sea_Mangroves_CardName,Sea
Sea_Mangroves_CardDescription,Could go for a swim or try to get some fish with the right equipment.
Sea_Mangroves_SpecialDurability1.CardStatName,Sea Damage
Sea_Mangroves_CardInteractions[0].ActionName,Spear Fish
Sea_Mangroves_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Mangroves_CardInteractions[1].ActionName,Fish
Sea_Mangroves_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...
Sea_Mangroves_CardInteractions[2].ActionName,Fish
Sea_Mangroves_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...
